ingredient_combo,recipe_count,avg_rating,median_rating,avg_rating_count,lower_rated_count,lower_rated_share,overall_avg_rating,overall_lower_rated_share,rating_difference_from_overall,lower_rated_share_difference_from_overall
carrot + dried oregano + garlic,13,4.5615,4.6,549.92,2,0.1538,4.5442,0.1821,0.0173,-0.0283
dry bread crumb + egg + salt,13,4.5615,4.6,698.92,2,0.1538,4.5442,0.1821,0.0173,-0.0283
garlic + olive oil + sesame oil,13,4.5615,4.5,54.85,2,0.1538,4.5442,0.1821,0.0173,-0.0283
green onion + lemon juice + salt,13,4.5615,4.6,430.69,2,0.1538,4.5442,0.1821,0.0173,-0.0283
large onion + salt + vegetable oil,13,4.5615,4.6,274.38,2,0.1538,4.5442,0.1821,0.0173,-0.0283
large egg + vegetable oil + water,26,4.5654,4.55,587.62,4,0.1538,4.5442,0.1821,0.0212,-0.0283
egg + salt + sour cream,39,4.5667,4.6,622.87,6,0.1538,4.5442,0.1821,0.0225,-0.0283
nutmeg + vegetable oil + white sugar,39,4.5667,4.7,523.79,6,0.1538,4.5442,0.1821,0.0225,-0.0283
baking soda + cinnamon + milk,26,4.5692,4.7,550.08,4,0.1538,4.5442,0.1821,0.025,-0.0283
all-purpose flour + baking powder + orange zest,13,4.5692,4.7,225.08,2,0.1538,4.5442,0.1821,0.025,-0.0283
all-purpose flour + cayenne pepper + dried thyme,13,4.5692,4.6,239.77,2,0.1538,4.5442,0.1821,0.025,-0.0283
all-purpose flour + medium onion + salt,13,4.5692,4.6,542.38,2,0.1538,4.5442,0.1821,0.025,-0.0283
confectioners' sugar for dusting + salt + vanilla extract,13,4.5692,4.7,303.15,2,0.1538,4.5442,0.1821,0.025,-0.0283
egg + flaked coconut + walnut,13,4.5692,4.6,186.15,2,0.1538,4.5442,0.1821,0.025,-0.0283
garlic + parsley + tomato paste,13,4.5692,4.5,254.85,2,0.1538,4.5442,0.1821,0.025,-0.0283
garlic powder + salt + white pepper,13,4.5692,4.6,673.85,2,0.1538,4.5442,0.1821,0.025,-0.0283
salt + semisweet chocolate chip + unsalted butter,13,4.5692,4.6,1283.54,2,0.1538,4.5442,0.1821,0.025,-0.0283
all-purpose flour + cayenne pepper + salt,39,4.5718,4.6,369.13,6,0.1538,4.5442,0.1821,0.0276,-0.0283
baking powder + cinnamon + clove,52,4.5731,4.7,319.02,8,0.1538,4.5442,0.1821,0.0289,-0.0283
olive oil + parmesan cheese + parsley,26,4.5731,4.6,280.27,4,0.1538,4.5442,0.1821,0.0289,-0.0283
confectioners' sugar + large egg + vanilla extract,26,4.5769,4.7,456.38,4,0.1538,4.5442,0.1821,0.0327,-0.0283
all-purpose flour + bay leave + salt,13,4.5769,4.6,227.0,2,0.1538,4.5442,0.1821,0.0327,-0.0283
all-purpose flour + cooking spray + vegetable oil,13,4.5769,4.6,348.54,2,0.1538,4.5442,0.1821,0.0327,-0.0283
carrot + garlic + worcestershire sauce,13,4.5769,4.7,110.69,2,0.1538,4.5442,0.1821,0.0327,-0.0283
cayenne pepper + garlic + turmeric,13,4.5769,4.6,488.85,2,0.1538,4.5442,0.1821,0.0327,-0.0283
cilantro + onion + vegetable oil,13,4.5769,4.6,736.85,2,0.1538,4.5442,0.1821,0.0327,-0.0283
cornstarch + milk + water,13,4.5769,4.6,527.38,2,0.1538,4.5442,0.1821,0.0327,-0.0283
salt + semisweet chocolate chip + vegetable oil,13,4.5769,4.6,563.62,2,0.1538,4.5442,0.1821,0.0327,-0.0283
black pepper + chili powder + onion,26,4.5808,4.6,587.54,4,0.1538,4.5442,0.1821,0.0366,-0.0283
brown sugar + vanilla extract + vegetable oil,26,4.5808,4.6,355.27,4,0.1538,4.5442,0.1821,0.0366,-0.0283
garlic + ginger + sesame oil,26,4.5846,4.7,223.77,4,0.1538,4.5442,0.1821,0.0404,-0.0283
all-purpose flour + salt + salt and black pepper,13,4.5846,4.6,299.46,2,0.1538,4.5442,0.1821,0.0404,-0.0283
butter + carrot + milk,13,4.5846,4.7,1268.38,2,0.1538,4.5442,0.1821,0.0404,-0.0283
chicken broth + parsley + salt,13,4.5846,4.7,643.15,2,0.1538,4.5442,0.1821,0.0404,-0.0283
dried oregano + garlic powder + onion,13,4.5846,4.6,395.0,2,0.1538,4.5442,0.1821,0.0404,-0.0283
flaked coconut + packed brown sugar + vanilla extract,13,4.5846,4.6,120.62,2,0.1538,4.5442,0.1821,0.0404,-0.0283
garlic powder + onion powder + sour cream,13,4.5846,4.6,469.23,2,0.1538,4.5442,0.1821,0.0404,-0.0283
ginger + milk + nutmeg,13,4.5846,4.6,110.92,2,0.1538,4.5442,0.1821,0.0404,-0.0283
all-purpose flour + butter + cornmeal,13,4.5923,4.6,876.92,2,0.1538,4.5442,0.1821,0.0481,-0.0283
all-purpose flour + flaked coconut + packed brown sugar,13,4.5923,4.6,110.38,2,0.1538,4.5442,0.1821,0.0481,-0.0283
almond extract + baking soda + salt,13,4.5923,4.6,219.08,2,0.1538,4.5442,0.1821,0.0481,-0.0283
black pepper + dried oregano + parsley,13,4.5923,4.6,686.23,2,0.1538,4.5442,0.1821,0.0481,-0.0283
black pepper + garlic + salt and black pepper,13,4.5923,4.7,246.85,2,0.1538,4.5442,0.1821,0.0481,-0.0283
egg + lemon juice + water,13,4.5923,4.6,142.62,2,0.1538,4.5442,0.1821,0.0481,-0.0283
egg + mozzarella cheese + onion,13,4.5923,4.7,2326.77,2,0.1538,4.5442,0.1821,0.0481,-0.0283
flaked coconut + packed brown sugar + white sugar,13,4.5923,4.6,110.38,2,0.1538,4.5442,0.1821,0.0481,-0.0283
green onion + mayonnaise + salt,13,4.5923,4.6,246.31,2,0.1538,4.5442,0.1821,0.0481,-0.0283
all-purpose flour + baking powder + pecan,39,4.5974,4.6,463.46,6,0.1538,4.5442,0.1821,0.0532,-0.0283
15 ounce can pumpkin puree + cinnamon + clove,13,4.6,4.7,1137.92,2,0.1538,4.5442,0.1821,0.0558,-0.0283
baking soda + brown sugar + water,13,4.6,4.7,241.54,2,0.1538,4.5442,0.1821,0.0558,-0.0283
black pepper + cumin + vegetable oil,13,4.6,4.7,306.15,2,0.1538,4.5442,0.1821,0.0558,-0.0283
chicken broth + garlic + green onion,13,4.6,4.6,301.54,2,0.1538,4.5442,0.1821,0.0558,-0.0283
garlic + red pepper flake + white sugar,13,4.6,4.6,118.62,2,0.1538,4.5442,0.1821,0.0558,-0.0283
honey + vanilla extract + white sugar,13,4.6,4.6,1350.38,2,0.1538,4.5442,0.1821,0.0558,-0.0283
packed brown sugar + vegetable oil + white sugar,13,4.6,4.7,249.15,2,0.1538,4.5442,0.1821,0.0558,-0.0283
black pepper + red pepper flake + salt,39,4.6026,4.7,300.69,6,0.1538,4.5442,0.1821,0.0584,-0.0283
all-purpose flour + packed brown sugar + vegetable oil,13,4.6077,4.7,425.46,2,0.1538,4.5442,0.1821,0.0635,-0.0283
allspice + cinnamon + packed brown sugar,13,4.6077,4.7,219.54,2,0.1538,4.5442,0.1821,0.0635,-0.0283
baking soda + large egg + rolled oat,13,4.6077,4.7,698.31,2,0.1538,4.5442,0.1821,0.0635,-0.0283
black pepper + garlic + yellow onion,13,4.6077,4.7,205.77,2,0.1538,4.5442,0.1821,0.0635,-0.0283
celery + garlic + worcestershire sauce,13,4.6077,4.6,270.77,2,0.1538,4.5442,0.1821,0.0635,-0.0283
cinnamon + packed brown sugar + vegetable oil,13,4.6077,4.7,263.54,2,0.1538,4.5442,0.1821,0.0635,-0.0283
heavy cream + olive oil + salt,13,4.6077,4.7,104.69,2,0.1538,4.5442,0.1821,0.0635,-0.0283
all-purpose flour + cinnamon + egg yolk,13,4.6154,4.7,178.38,2,0.1538,4.5442,0.1821,0.0712,-0.0283
allspice + egg + vanilla extract,13,4.6154,4.7,139.85,2,0.1538,4.5442,0.1821,0.0712,-0.0283
butter + confectioners' sugar + pecan,13,4.6154,4.7,779.62,2,0.1538,4.5442,0.1821,0.0712,-0.0283
butter + freshly black pepper + large egg,13,4.6154,4.6,176.54,2,0.1538,4.5442,0.1821,0.0712,-0.0283
butter + garlic + large egg,13,4.6154,4.6,336.0,2,0.1538,4.5442,0.1821,0.0712,-0.0283
butter + large egg + vegetable oil,13,4.6154,4.7,355.69,2,0.1538,4.5442,0.1821,0.0712,-0.0283
confectioners' sugar + unsalted butter + white sugar,13,4.6154,4.8,391.62,2,0.1538,4.5442,0.1821,0.0712,-0.0283
garlic + parmesan cheese + white sugar,13,4.6154,4.6,2019.62,2,0.1538,4.5442,0.1821,0.0712,-0.0283
ginger + milk + white sugar,13,4.6154,4.7,156.54,2,0.1538,4.5442,0.1821,0.0712,-0.0283
confectioners' sugar + large egg + white sugar,26,4.6231,4.7,484.15,4,0.1538,4.5442,0.1821,0.0789,-0.0283
all-purpose flour + black pepper + kosher salt,13,4.6231,4.6,60.92,2,0.1538,4.5442,0.1821,0.0789,-0.0283
butter + mushroom + salt and black pepper,13,4.6231,4.7,234.62,2,0.1538,4.5442,0.1821,0.0789,-0.0283
large egg + sour cream + vanilla extract,13,4.6231,4.7,210.31,2,0.1538,4.5442,0.1821,0.0789,-0.0283
8 ounce can tomato sauce + garlic + olive oil,13,4.6308,4.7,223.08,2,0.1538,4.5442,0.1821,0.0866,-0.0283
cilantro + olive oil + salt and black pepper,13,4.6308,4.7,154.15,2,0.1538,4.5442,0.1821,0.0866,-0.0283
egg + packed light brown sugar + salt,13,4.6308,4.6,1150.69,2,0.1538,4.5442,0.1821,0.0866,-0.0283
black pepper + parmesan cheese + white sugar,13,4.6385,4.7,2225.38,2,0.1538,4.5442,0.1821,0.0943,-0.0283
cooking spray + garlic + olive oil,13,4.6462,4.7,83.92,2,0.1538,4.5442,0.1821,0.102,-0.0283
egg + lemon juice + vanilla extract,13,4.6462,4.7,162.54,2,0.1538,4.5442,0.1821,0.102,-0.0283
butter + water + worcestershire sauce,13,4.6692,4.7,303.08,2,0.1538,4.5442,0.1821,0.125,-0.0283
all-purpose flour + large egg + white sugar,248,4.5649,4.6,683.49,38,0.1532,4.5442,0.1821,0.0207,-0.0289
salt + vegetable oil + water,98,4.5408,4.6,487.16,15,0.1531,4.5442,0.1821,-0.0034,-0.029
all-purpose flour + onion + salt,98,4.5663,4.6,577.45,15,0.1531,4.5442,0.1821,0.0221,-0.029
brown sugar + cinnamon + vanilla extract,85,4.56,4.6,264.86,13,0.1529,4.5442,0.1821,0.0158,-0.0292
ginger + salt + white sugar,72,4.5625,4.6,442.72,11,0.1528,4.5442,0.1821,0.0183,-0.0293
olive oil + parmesan cheese + salt,72,4.5653,4.6,254.31,11,0.1528,4.5442,0.1821,0.0211,-0.0293
olive oil + salt + white sugar,59,4.5407,4.6,346.31,9,0.1525,4.5442,0.1821,-0.0035,-0.0296
butter + water + white sugar,118,4.5661,4.6,398.47,18,0.1525,4.5442,0.1821,0.0219,-0.0296
egg + ginger + salt,59,4.5695,4.6,339.46,9,0.1525,4.5442,0.1821,0.0253,-0.0296
black pepper + salt + vegetable oil,105,4.5314,4.6,288.54,16,0.1524,4.5442,0.1821,-0.0128,-0.0297
black pepper + salt + white sugar,105,4.5619,4.6,371.76,16,0.1524,4.5442,0.1821,0.0177,-0.0297
salt + vanilla extract + vegetable oil,151,4.5709,4.7,632.07,23,0.1523,4.5442,0.1821,0.0267,-0.0298
butter + garlic + milk,46,4.5239,4.5,426.98,7,0.1522,4.5442,0.1821,-0.0203,-0.0299
egg + vanilla extract + walnut,92,4.5522,4.6,857.17,14,0.1522,4.5442,0.1821,0.008,-0.0299
carrot + celery + onion,46,4.613,4.7,713.37,7,0.1522,4.5442,0.1821,0.0688,-0.0299
baking powder + cinnamon + large egg,79,4.5582,4.6,510.57,12,0.1519,4.5442,0.1821,0.014,-0.0302
cinnamon + nutmeg + salt,178,4.5629,4.65,305.38,27,0.1517,4.5442,0.1821,0.0187,-0.0304
all-purpose flour + baking powder + vegetable oil,145,4.5669,4.6,815.24,22,0.1517,4.5442,0.1821,0.0227,-0.0304
all-purpose flour + butter + parsley,33,4.5212,4.6,286.52,5,0.1515,4.5442,0.1821,-0.023,-0.0306
dried basil + onion + salt,33,4.5364,4.6,484.21,5,0.1515,4.5442,0.1821,-0.0078,-0.0306
green bell pepper + olive oil + onion,33,4.5485,4.6,172.61,5,0.1515,4.5442,0.1821,0.0043,-0.0306
butter + cinnamon + ginger,33,4.5667,4.6,229.61,5,0.1515,4.5442,0.1821,0.0225,-0.0306
garlic + milk + onion,33,4.5697,4.6,459.73,5,0.1515,4.5442,0.1821,0.0255,-0.0306
mozzarella cheese + olive oil + parmesan cheese,33,4.5879,4.6,188.0,5,0.1515,4.5442,0.1821,0.0437,-0.0306
chili powder + cumin + dried oregano,33,4.5909,4.6,478.15,5,0.1515,4.5442,0.1821,0.0467,-0.0306
allspice + clove + salt,33,4.6212,4.7,226.21,5,0.1515,4.5442,0.1821,0.077,-0.0306
black pepper + butter + garlic,86,4.5535,4.6,234.12,13,0.1512,4.5442,0.1821,0.0093,-0.0309
cinnamon + clove + nutmeg,86,4.5558,4.6,342.95,13,0.1512,4.5442,0.1821,0.0116,-0.0309
all-purpose flour + cinnamon + salt,384,4.576,4.7,554.01,58,0.151,4.5442,0.1821,0.0318,-0.0311
all-purpose flour + cinnamon + egg,232,4.5534,4.6,463.32,35,0.1509,4.5442,0.1821,0.0092,-0.0312
baking soda + egg + white sugar,318,4.5607,4.6,741.96,48,0.1509,4.5442,0.1821,0.0165,-0.0312
all-purpose flour + ginger + salt,73,4.574,4.6,452.7,11,0.1507,4.5442,0.1821,0.0298,-0.0314
all-purpose flour + baking powder + baking soda,319,4.5734,4.6,609.89,48,0.1505,4.5442,0.1821,0.0292,-0.0316
beef + cheddar cheese + onion,20,4.435,4.5,481.25,3,0.15,4.5442,0.1821,-0.1092,-0.0321
egg + light corn syrup + white sugar,20,4.44,4.55,256.2,3,0.15,4.5442,0.1821,-0.1042,-0.0321
large egg + milk + unsalted butter,20,4.445,4.6,287.0,3,0.15,4.5442,0.1821,-0.0992,-0.0321
black pepper + onion + sour cream,20,4.505,4.55,517.7,3,0.15,4.5442,0.1821,-0.0392,-0.0321
egg + lean beef + onion,20,4.515,4.55,1514.75,3,0.15,4.5442,0.1821,-0.0292,-0.0321
salt + semisweet chocolate chip + walnut,20,4.515,4.6,1945.4,3,0.15,4.5442,0.1821,-0.0292,-0.0321
cumin + garlic + tomato,20,4.52,4.6,282.15,3,0.15,4.5442,0.1821,-0.0242,-0.0321
brown sugar + garlic + ginger,20,4.545,4.6,265.6,3,0.15,4.5442,0.1821,0.0008,-0.0321
garlic + italian seasoning + onion,20,4.545,4.6,1278.75,3,0.15,4.5442,0.1821,0.0008,-0.0321
garlic + parmesan cheese + water,20,4.545,4.55,1185.8,3,0.15,4.5442,0.1821,0.0008,-0.0321
all-purpose flour + salt + warm water,20,4.55,4.65,78.7,3,0.15,4.5442,0.1821,0.0058,-0.0321
brown sugar + egg + vegetable oil,20,4.555,4.65,383.75,3,0.15,4.5442,0.1821,0.0108,-0.0321
all-purpose flour + sour cream + white sugar,60,4.5567,4.7,661.82,9,0.15,4.5442,0.1821,0.0125,-0.0321
bay leaf + garlic + olive oil,20,4.56,4.6,556.55,3,0.15,4.5442,0.1821,0.0158,-0.0321
all-purpose flour + large egg + nutmeg,40,4.5625,4.7,217.62,6,0.15,4.5442,0.1821,0.0183,-0.0321
clove + ginger + nutmeg,40,4.565,4.6,356.95,6,0.15,4.5442,0.1821,0.0208,-0.0321
black pepper + cornstarch + salt,20,4.565,4.6,147.1,3,0.15,4.5442,0.1821,0.0208,-0.0321
cayenne pepper + onion + vegetable oil,20,4.565,4.6,803.7,3,0.15,4.5442,0.1821,0.0208,-0.0321
black pepper + cayenne pepper + vegetable oil,20,4.57,4.6,419.65,3,0.15,4.5442,0.1821,0.0258,-0.0321
brown sugar + rolled oat + salt,20,4.57,4.6,281.75,3,0.15,4.5442,0.1821,0.0258,-0.0321
large egg + raisin + salt,20,4.57,4.6,602.65,3,0.15,4.5442,0.1821,0.0258,-0.0321
cumin + garlic + green bell pepper,20,4.575,4.6,297.45,3,0.15,4.5442,0.1821,0.0308,-0.0321
raisin + vanilla extract + walnut,20,4.575,4.6,414.95,3,0.15,4.5442,0.1821,0.0308,-0.0321
8 ounce packages cream cheese + vanilla extract + white sugar,20,4.585,4.7,961.15,3,0.15,4.5442,0.1821,0.0408,-0.0321
cinnamon + nutmeg + pecan,20,4.585,4.6,166.45,3,0.15,4.5442,0.1821,0.0408,-0.0321
dijon mustard + garlic + salt,20,4.595,4.6,206.05,3,0.15,4.5442,0.1821,0.0508,-0.0321
all-purpose flour + milk + sour cream,20,4.6,4.7,926.4,3,0.15,4.5442,0.1821,0.0558,-0.0321
black pepper + garlic + red wine vinegar,20,4.6,4.65,309.5,3,0.15,4.5442,0.1821,0.0558,-0.0321
carrot + chicken broth + garlic,20,4.6,4.7,311.55,3,0.15,4.5442,0.1821,0.0558,-0.0321
black pepper + olive oil + red pepper flake,20,4.605,4.65,248.3,3,0.15,4.5442,0.1821,0.0608,-0.0321
large egg + lemon juice + white sugar,20,4.605,4.7,192.5,3,0.15,4.5442,0.1821,0.0608,-0.0321
cumin + onion + paprika,20,4.615,4.7,453.15,3,0.15,4.5442,0.1821,0.0708,-0.0321
apple cider vinegar + salt + white sugar,20,4.63,4.65,159.75,3,0.15,4.5442,0.1821,0.0858,-0.0321
cayenne pepper + chicken broth + garlic,20,4.705,4.75,302.9,3,0.15,4.5442,0.1821,0.1608,-0.0321
all-purpose flour + cinnamon + nutmeg,167,4.5617,4.7,300.16,25,0.1497,4.5442,0.1821,0.0175,-0.0324
salt + vanilla extract + walnut,127,4.5685,4.6,812.39,19,0.1496,4.5442,0.1821,0.0243,-0.0325
all-purpose flour + baking soda + salt,535,4.58,4.6,751.97,80,0.1495,4.5442,0.1821,0.0358,-0.0326
butter + cinnamon + salt,194,4.5897,4.6,510.08,29,0.1495,4.5442,0.1821,0.0455,-0.0326
all-purpose flour + salt + walnut,161,4.5602,4.6,699.42,24,0.1491,4.5442,0.1821,0.016,-0.033
butter + garlic + olive oil,94,4.5543,4.6,159.46,14,0.1489,4.5442,0.1821,0.0101,-0.0332
garlic powder + onion powder + paprika,47,4.6106,4.7,414.21,7,0.1489,4.5442,0.1821,0.0664,-0.0332
baking powder + vanilla extract + walnut,74,4.5703,4.6,486.64,11,0.1486,4.5442,0.1821,0.0261,-0.0335
all-purpose flour + baking soda + clove,74,4.5959,4.7,589.12,11,0.1486,4.5442,0.1821,0.0517,-0.0335
large egg + milk + salt,128,4.5508,4.6,651.82,19,0.1484,4.5442,0.1821,0.0066,-0.0337
all-purpose flour + cornmeal + salt,27,4.5185,4.6,608.26,4,0.1481,4.5442,0.1821,-0.0257,-0.034
large egg + milk + vegetable oil,27,4.5259,4.6,883.44,4,0.1481,4.5442,0.1821,-0.0183,-0.034
brown sugar + garlic + onion,27,4.5296,4.6,321.93,4,0.1481,4.5442,0.1821,-0.0146,-0.034
butter + egg yolk + vanilla extract,27,4.5296,4.6,365.19,4,0.1481,4.5442,0.1821,-0.0146,-0.034
butter + buttermilk + egg,27,4.537,4.6,369.3,4,0.1481,4.5442,0.1821,-0.0072,-0.034
all-purpose flour + cinnamon + packed brown sugar,81,4.5432,4.6,624.09,12,0.1481,4.5442,0.1821,-0.001,-0.034
olive oil + salt + tomato,27,4.5556,4.6,319.19,4,0.1481,4.5442,0.1821,0.0114,-0.034
baking powder + baking soda + buttermilk,54,4.5593,4.6,429.41,8,0.1481,4.5442,0.1821,0.0151,-0.034
black pepper + lemon juice + olive oil,54,4.5593,4.6,253.0,8,0.1481,4.5442,0.1821,0.0151,-0.034
all-purpose flour + butter + mushroom,27,4.563,4.6,430.07,4,0.1481,4.5442,0.1821,0.0188,-0.034
nutmeg + packed brown sugar + salt,27,4.563,4.7,160.26,4,0.1481,4.5442,0.1821,0.0188,-0.034
ketchup + onion + worcestershire sauce,27,4.5704,4.6,336.26,4,0.1481,4.5442,0.1821,0.0262,-0.034
all-purpose flour + butter + large egg,135,4.5748,4.6,533.65,20,0.1481,4.5442,0.1821,0.0306,-0.034
ginger + nutmeg + salt,54,4.5852,4.7,397.48,8,0.1481,4.5442,0.1821,0.041,-0.034
all-purpose flour + clove + salt,81,4.5963,4.7,546.23,12,0.1481,4.5442,0.1821,0.0521,-0.034
baking powder + baking soda + semisweet chocolate chip,27,4.6,4.6,521.63,4,0.1481,4.5442,0.1821,0.0558,-0.034
butter + cinnamon + water,54,4.6074,4.65,371.11,8,0.1481,4.5442,0.1821,0.0632,-0.034
butter + large egg + water,27,4.6111,4.6,547.81,4,0.1481,4.5442,0.1821,0.0669,-0.034
cayenne pepper + coriander + garlic,27,4.637,4.7,251.7,4,0.1481,4.5442,0.1821,0.0928,-0.034
egg + salt + sugar,27,4.6444,4.7,217.93,4,0.1481,4.5442,0.1821,0.1002,-0.034
butter + cinnamon + white sugar,257,4.579,4.6,490.61,38,0.1479,4.5442,0.1821,0.0348,-0.0342
butter + nutmeg + white sugar,95,4.5737,4.6,252.24,14,0.1474,4.5442,0.1821,0.0295,-0.0347
butter + cinnamon + vanilla extract,156,4.5923,4.6,526.47,23,0.1474,4.5442,0.1821,0.0481,-0.0347
garlic + mushroom + onion,34,4.5206,4.5,220.24,5,0.1471,4.5442,0.1821,-0.0236,-0.035
garlic + lean beef + onion,34,4.5235,4.6,1103.26,5,0.1471,4.5442,0.1821,-0.0207,-0.035
egg + parmesan cheese + salt,34,4.5471,4.6,536.12,5,0.1471,4.5442,0.1821,0.0029,-0.035
garlic + onion + paprika,34,4.5471,4.6,298.0,5,0.1471,4.5442,0.1821,0.0029,-0.035
butter + paprika + salt,34,4.55,4.6,394.21,5,0.1471,4.5442,0.1821,0.0058,-0.035
almond extract + butter + salt,34,4.5588,4.6,229.47,5,0.1471,4.5442,0.1821,0.0146,-0.035
all-purpose flour + black pepper + olive oil,34,4.5676,4.6,206.76,5,0.1471,4.5442,0.1821,0.0234,-0.035
baking soda + egg + semisweet chocolate chip,34,4.5853,4.6,1885.85,5,0.1471,4.5442,0.1821,0.0411,-0.035
egg + vegetable oil + white sugar,143,4.5608,4.6,607.55,21,0.1469,4.5442,0.1821,0.0166,-0.0352
all-purpose flour + baking soda + white sugar,524,4.5763,4.6,780.76,77,0.1469,4.5442,0.1821,0.0321,-0.0352
brown sugar + cinnamon + salt,109,4.5734,4.6,291.8,16,0.1468,4.5442,0.1821,0.0292,-0.0353
cooking spray + salt + white sugar,41,4.5488,4.6,626.8,6,0.1463,4.5442,0.1821,0.0046,-0.0358
all-purpose flour + baking powder + ginger,41,4.5561,4.6,212.1,6,0.1463,4.5442,0.1821,0.0119,-0.0358
egg + sour cream + white sugar,41,4.5634,4.6,786.37,6,0.1463,4.5442,0.1821,0.0192,-0.0358
baking powder + pecan + white sugar,41,4.5707,4.6,434.12,6,0.1463,4.5442,0.1821,0.0265,-0.0358
butter + buttermilk + white sugar,41,4.5805,4.6,538.56,6,0.1463,4.5442,0.1821,0.0363,-0.0358
olive oil + onion + salt,123,4.5837,4.6,330.34,18,0.1463,4.5442,0.1821,0.0395,-0.0358
allspice + cinnamon + clove,41,4.6049,4.7,207.15,6,0.1463,4.5442,0.1821,0.0607,-0.0358
cinnamon + packed brown sugar + vanilla extract,48,4.5396,4.6,354.1,7,0.1458,4.5442,0.1821,-0.0046,-0.0363
all-purpose flour + butter + buttermilk,48,4.5708,4.6,488.73,7,0.1458,4.5442,0.1821,0.0266,-0.0363
all-purpose flour + large egg + milk,103,4.5505,4.6,575.27,15,0.1456,4.5442,0.1821,0.0063,-0.0365
baking powder + baking soda + vanilla extract,213,4.5676,4.6,468.41,31,0.1455,4.5442,0.1821,0.0234,-0.0366
butter + milk + onion,55,4.58,4.6,773.82,8,0.1455,4.5442,0.1821,0.0358,-0.0366
all-purpose flour + black pepper + milk,55,4.5855,4.6,785.24,8,0.1455,4.5442,0.1821,0.0413,-0.0366
black pepper + chicken broth + salt,55,4.5945,4.7,658.75,8,0.1455,4.5442,0.1821,0.0503,-0.0366
baking powder + packed brown sugar + white sugar,62,4.5645,4.6,723.26,9,0.1452,4.5442,0.1821,0.0203,-0.0369
clove + nutmeg + salt,62,4.579,4.7,419.55,9,0.1452,4.5442,0.1821,0.0348,-0.0369
all-purpose flour + pecan + salt,62,4.6113,4.7,376.85,9,0.1452,4.5442,0.1821,0.0671,-0.0369
salt + vegetable oil + white sugar,262,4.5702,4.6,699.31,38,0.145,4.5442,0.1821,0.026,-0.0371
baking powder + baking soda + butter,138,4.5899,4.6,803.63,20,0.1449,4.5442,0.1821,0.0457,-0.0372
black pepper + carrot + salt,76,4.5921,4.65,500.41,11,0.1447,4.5442,0.1821,0.0479,-0.0374
baking powder + baking soda + salt,313,4.5885,4.7,569.37,45,0.1438,4.5442,0.1821,0.0443,-0.0383
baking soda + butter + egg,181,4.5564,4.6,998.02,26,0.1436,4.5442,0.1821,0.0122,-0.0385
large egg + vanilla extract + white sugar,202,4.5837,4.6,643.7,29,0.1436,4.5442,0.1821,0.0395,-0.0385
green onion + vegetable oil + white sugar,14,4.4357,4.5,459.0,2,0.1429,4.5442,0.1821,-0.1085,-0.0392
buttermilk + cinnamon + egg,14,4.4714,4.5,166.43,2,0.1429,4.5442,0.1821,-0.0728,-0.0392
cheddar cheese + chili powder + onion,14,4.4714,4.55,650.86,2,0.1429,4.5442,0.1821,-0.0728,-0.0392
egg + sesame oil + soy sauce,14,4.4714,4.55,157.64,2,0.1429,4.5442,0.1821,-0.0728,-0.0392
all-purpose flour + baking powder + whole wheat flour,21,4.4762,4.5,129.57,3,0.1429,4.5442,0.1821,-0.068,-0.0392
butter + freshly parmesan cheese + garlic,14,4.4786,4.5,469.5,2,0.1429,4.5442,0.1821,-0.0656,-0.0392
all-purpose flour + large egg yolk + white sugar,14,4.4857,4.7,330.79,2,0.1429,4.5442,0.1821,-0.0585,-0.0392
brown sugar + clove + white sugar,14,4.4857,4.55,85.43,2,0.1429,4.5442,0.1821,-0.0585,-0.0392
butter + cream of tartar + vanilla extract,14,4.4929,4.55,824.43,2,0.1429,4.5442,0.1821,-0.0513,-0.0392
curry powder + garlic + olive oil,14,4.4929,4.5,210.36,2,0.1429,4.5442,0.1821,-0.0513,-0.0392
ginger root + soy sauce + vegetable oil,14,4.4929,4.6,477.07,2,0.1429,4.5442,0.1821,-0.0513,-0.0392
all-purpose flour + honey + white sugar,21,4.4952,4.6,872.81,3,0.1429,4.5442,0.1821,-0.049,-0.0392
dried oregano + garlic + salt and pepper,21,4.4952,4.5,364.48,3,0.1429,4.5442,0.1821,-0.049,-0.0392
garlic + milk + salt and pepper,14,4.5,4.45,487.29,2,0.1429,4.5442,0.1821,-0.0442,-0.0392
butter + cilantro + garlic,14,4.5071,4.5,521.5,2,0.1429,4.5442,0.1821,-0.0371,-0.0392
cinnamon + white sugar + whole wheat flour,14,4.5071,4.55,128.5,2,0.1429,4.5442,0.1821,-0.0371,-0.0392
dried parsley + garlic + green bell pepper,14,4.5071,4.55,537.14,2,0.1429,4.5442,0.1821,-0.0371,-0.0392
garlic + lean beef + water,14,4.5071,4.5,2001.64,2,0.1429,4.5442,0.1821,-0.0371,-0.0392
salt + sour cream + water,14,4.5071,4.5,392.5,2,0.1429,4.5442,0.1821,-0.0371,-0.0392
green bell pepper + onion + worcestershire sauce,21,4.5095,4.5,408.76,3,0.1429,4.5442,0.1821,-0.0347,-0.0392
all-purpose flour + baking powder + cornmeal,21,4.5143,4.6,390.9,3,0.1429,4.5442,0.1821,-0.0299,-0.0392
all-purpose flour + cheddar cheese + egg,14,4.5143,4.5,291.36,2,0.1429,4.5442,0.1821,-0.0299,-0.0392
